"date","realestate_category_name","listings_lower_price","listings","average_lower_counter","listing_days","listings_lower_than_first_price","average_lower_price"
"2025-10-27T00:00:00Z","Sérbýli","84","391","0.28644501278772378517","91.4578005115089514","82","0.95986374417407062148"
"2025-10-26T00:00:00Z","Fjölbýli","536","2690","0.34907063197026022305","178.2055762081784387","509","0.95901260659986142249"
"2025-10-26T00:00:00Z","Sérbýli","84","388","0.28865979381443298969","91.1649484536082474","82","0.95986374417407062148"
"2025-10-25T00:00:00Z","Fjölbýli","535","2689","0.34808478988471550762","177.3822982521383414","508","0.95905089914229533686"
"2025-10-25T00:00:00Z","Sérbýli","84","385","0.29090909090909090909","90.8753246753246753","82","0.95986374417407062148"
"2025-10-24T00:00:00Z","Fjölbýli","532","2691","0.34671125975473801561","176.4340393905611297","506","0.95886991394706575719"
"2025-10-24T00:00:00Z","Sérbýli","82","387","0.28092783505154639175","90.1262886597938144","80","0.96103916701257820590"
"2025-10-23T00:00:00Z","Fjölbýli","529","2702","0.34307920059215396003","175.4341228719467061","503","0.95961700155071583791"
"2025-10-23T00:00:00Z","Sérbýli","81","390","0.27692307692307692308","89.6564102564102564","79","0.96207171784087768559"
"2025-10-22T00:00:00Z","Fjölbýli","522","2687","0.34201711946408634164","175.7491626349088202","497","0.95971250813387770315"
"2025-10-22T00:00:00Z","Sérbýli","80","387","0.27648578811369509044","89.3514211886304910","78","0.96173865512472793616"
"2025-10-21T00:00:00Z","Fjölbýli","524","2685","0.34189944134078212291","175.3653631284916201","499","0.95972128079608193075"
"2025-10-21T00:00:00Z","Sérbýli","78","384","0.26822916666666666667","89.1458333333333333","76","0.96243183242403759545"
"2025-10-20T00:00:00Z","Fjölbýli","528","2697","0.34223210975157582499","174.2981090100111235","503","0.95990763320198153646"
"2025-10-20T00:00:00Z","Sérbýli","75","384","0.25781250000000000000","88.4140625000000000","73","0.96252973663871056388"
"2025-10-19T00:00:00Z","Fjölbýli","529","2694","0.34285714285714285714","173.8107606679035250","503","0.95989255708872298460"
"2025-10-19T00:00:00Z","Sérbýli","74","378","0.25925925925925925926","88.8174603174603175","72","0.96222781939384428561"
"2025-10-18T00:00:00Z","Fjölbýli","527","2698","0.34173461823573017050","172.6286137879911045","502","0.95998396353466432226"
"2025-10-18T00:00:00Z","Sérbýli","74","377","0.25994694960212201592","88.0530503978779841","72","0.96222781939384428561"
"2025-10-17T00:00:00Z","Fjölbýli","533","2711","0.34476401179941002950","171.6972713864306785","508","0.95999352178121852785"
"2025-10-17T00:00:00Z","Sérbýli","73","380","0.25526315789473684211","86.8894736842105263","71","0.96226954731492343044"
"2025-10-16T00:00:00Z","Fjölbýli","535","2709","0.34699150978220745663","171.5625692137320044","510","0.95992109443334334306"
"2025-10-16T00:00:00Z","Sérbýli","72","373","0.25469168900804289544","87.6890080428954424","70","0.96253834521478667484"
"2025-10-15T00:00:00Z","Fjölbýli","535","2714","0.34622467771639042357","171.6843462246777164","510","0.95987932175527442724"
"2025-10-15T00:00:00Z","Sérbýli","71","366","0.25136612021857923497","88.7704918032786885","69","0.96285169291412809971"
"2025-10-14T00:00:00Z","Fjölbýli","542","2714","0.35040530582166543847","171.5707442888725129","519","0.95974401250213703984"
"2025-10-14T00:00:00Z","Sérbýli","71","363","0.25344352617079889807","89.3471074380165289","69","0.96277677879905618658"
"2025-10-13T00:00:00Z","Fjölbýli","531","2724","0.34385321100917431193","170.7537614678899083","505","0.95956469962015842072"
"2025-10-13T00:00:00Z","Sérbýli","71","364","0.25274725274725274725","88.3846153846153846","69","0.96277677879905618658"
"2025-10-12T00:00:00Z","Fjölbýli","530","2706","0.34515890613451589061","171.1437546193643755","505","0.95961448613303919904"
"2025-10-12T00:00:00Z","Sérbýli","71","362","0.25414364640883977901","87.8729281767955801","69","0.96277677879905618658"
"2025-10-11T00:00:00Z","Fjölbýli","531","2709","0.34514581026208933186","170.2218530823181986","506","0.95967408623609544087"
"2025-10-11T00:00:00Z","Sérbýli","71","361","0.25484764542936288089","87.1163434903047091","69","0.96277677879905618658"
"2025-10-10T00:00:00Z","Fjölbýli","531","2723","0.34324522760646108664","168.8781204111600587","508","0.95982083219749609417"
"2025-10-10T00:00:00Z","Sérbýli","71","364","0.25549450549450549451","86.8681318681318681","69","0.96093449343258292573"
"2025-10-09T00:00:00Z","Fjölbýli","533","2726","0.34262655906089508437","168.6896551724137931","508","0.95926680645323530842"
"2025-10-09T00:00:00Z","Sérbýli","71","362","0.25414364640883977901","89.4254143646408840","69","0.96077895870892448103"
"2025-10-08T00:00:00Z","Fjölbýli","530","2727","0.33920058672533920059","168.1851851851851852","505","0.95931249113131247816"
"2025-10-08T00:00:00Z","Sérbýli","69","362","0.24861878453038674033","89.1077348066298343","67","0.96147916633251560459"
"2025-10-07T00:00:00Z","Fjölbýli","530","2728","0.33760997067448680352","167.9783724340175953","502","0.95972265134256947130"
"2025-10-07T00:00:00Z","Sérbýli","70","360","0.25277777777777777778","89.2138888888888889","68","0.96099105696908170855"
"2025-10-06T00:00:00Z","Fjölbýli","526","2755","0.33176043557168784029","166.8969147005444646","501","0.95958782084516604909"
"2025-10-06T00:00:00Z","Sérbýli","72","350","0.26780626780626780627","92.8176638176638177","70","0.96104897373450704038"
"2025-10-05T00:00:00Z","Fjölbýli","520","2746","0.33029861616897305171","166.5327749453750910","496","0.95966884405168416543"
"2025-10-05T00:00:00Z","Sérbýli","72","346","0.27167630057803468208","93.2109826589595376","70","0.96104897373450704038"
"2025-10-04T00:00:00Z","Fjölbýli","519","2747","0.32981434291954859847","165.7448125227520932","495","0.95991966427433469139"
"2025-10-04T00:00:00Z","Sérbýli","72","343","0.27405247813411078717","93.0262390670553936","70","0.96104897373450704038"
"2025-10-03T00:00:00Z","Fjölbýli","518","2763","0.32899022801302931596","165.0278682591386174","493","0.95961158255680162091"
"2025-10-03T00:00:00Z","Sérbýli","70","345","0.26376811594202898551","92.0463768115942029","68","0.96096086586386448029"
"2025-10-02T00:00:00Z","Fjölbýli","514","2757","0.32789263692419296337","165.0667392092854552","490","0.95947182099501470672"
"2025-10-02T00:00:00Z","Sérbýli","71","346","0.26589595375722543353","93.4161849710982659","69","0.95871432577299017996"
"2025-10-01T00:00:00Z","Fjölbýli","514","2763","0.32790445168295331162","165.3912414042707202","491","0.95945813229673250531"
"2025-10-01T00:00:00Z","Sérbýli","70","346","0.26011560693641618497","93.2427745664739884","68","0.96093560792115821082"
"2025-09-30T00:00:00Z","Fjölbýli","498","2766","0.32031814895155459147","164.8698481561822126","475","0.95952287105748729484"
"2025-09-30T00:00:00Z","Sérbýli","66","350","0.24285714285714285714","92.3428571428571429","63","0.96046633977869369260"
"2025-09-29T00:00:00Z","Fjölbýli","497","2767","0.31984098301409468739","164.5435489700036140","473","0.95936169952226303577"
"2025-09-29T00:00:00Z","Sérbýli","65","349","0.24068767908309455587","92.0487106017191977","62","0.96044785492076666077"
"2025-09-28T00:00:00Z","Fjölbýli","496","2748","0.32132459970887918486","164.8009461426491994","471","0.95921418943886784559"
"2025-09-28T00:00:00Z","Sérbýli","65","345","0.24347826086956521739","92.1507246376811594","62","0.96044785492076666077"
"2025-09-27T00:00:00Z","Fjölbýli","496","2746","0.32228696285506190823","163.9941733430444283","472","0.95903949855832438019"
"2025-09-27T00:00:00Z","Sérbýli","67","349","0.25214899713467048711","91.8452722063037249","64","0.95732743774762731911"
"2025-09-26T00:00:00Z","Fjölbýli","493","2731","0.32112779201757597949","164.3679970706700842","467","0.95920082249365787400"
"2025-09-26T00:00:00Z","Sérbýli","66","347","0.25072046109510086455","91.3746397694524496","63","0.95673879790869492448"
"2025-09-25T00:00:00Z","Fjölbýli","494","2707","0.32336655592469545958","165.3373938722775932","468","0.95944672403038794159"
"2025-09-25T00:00:00Z","Sérbýli","65","350","0.24571428571428571429","91.2857142857142857","62","0.95642430909175732152"
"2025-09-24T00:00:00Z","Fjölbýli","490","2706","0.32113821138211382114","165.5062823355506282","465","0.96002527604424108413"
"2025-09-24T00:00:00Z","Sérbýli","64","349","0.24068767908309455587","91.0401146131805158","60","0.95538228170111539215"
"2025-09-23T00:00:00Z","Fjölbýli","494","2714","0.32019159911569638909","164.9005158437730287","467","0.96010365915442230946"
"2025-09-23T00:00:00Z","Sérbýli","64","342","0.24561403508771929825","91.9035087719298246","61","0.95538228170111539215"
"2025-09-22T00:00:00Z","Fjölbýli","499","2729","0.31843165994869915720","164.0956394283620374","470","0.96019733173118839287"
"2025-09-22T00:00:00Z","Sérbýli","64","341","0.24633431085043988270","92.0762463343108504","61","0.95538228170111539215"
"2025-09-21T00:00:00Z","Fjölbýli","499","2721","0.31936787945608232268","163.7585446527012128","473","0.96030116453259956418"
"2025-09-21T00:00:00Z","Sérbýli","64","341","0.24633431085043988270","91.5102639296187683","61","0.95516926611513416421"
"2025-09-20T00:00:00Z","Fjölbýli","500","2724","0.31938325991189427313","162.8891336270190896","473","0.96004693978887444804"
"2025-09-20T00:00:00Z","Sérbýli","64","338","0.24852071005917159763","91.4585798816568047","61","0.95516926611513416421"
"2025-09-19T00:00:00Z","Fjölbýli","496","2744","0.31559766763848396501","161.4154518950437318","468","0.95978798186997727964"
"2025-09-19T00:00:00Z","Sérbýli","63","339","0.24483775811209439528","90.9321533923303835","60","0.95518895608590603340"
"2025-09-18T00:00:00Z","Fjölbýli","495","2734","0.31602048280907095830","162.0863204096561814","465","0.95984148744283812166"
"2025-09-18T00:00:00Z","Sérbýli","62","333","0.24024024024024024024","91.6996996996996997","59","0.95626195541706925022"
"2025-09-17T00:00:00Z","Fjölbýli","500","2724","0.31864904552129221733","162.6365638766519824","473","0.95990968916488143961"
"2025-09-17T00:00:00Z","Sérbýli","61","333","0.23723723723723723724","91.2882882882882883","58","0.95582377946999052056"
"2025-09-16T00:00:00Z","Fjölbýli","500","2695","0.32207792207792207792","164.0467532467532468","474","0.95995670586314540501"
"2025-09-16T00:00:00Z","Sérbýli","63","333","0.24324324324324324324","94.0540540540540541","59","0.95638543747872695930"
"2025-09-15T00:00:00Z","Fjölbýli","499","2697","0.31961438635520949203","163.7875417130144605","471","0.95995041741196119212"
"2025-09-15T00:00:00Z","Sérbýli","64","332","0.25301204819277108434","94.5361445783132530","60","0.95575144949937271438"
"2025-09-14T00:00:00Z","Fjölbýli","500","2693","0.32120311919792053472","163.3189751206832529","473","0.96017530389520396631"
"2025-09-14T00:00:00Z","Sérbýli","65","331","0.25679758308157099698","94.4290030211480363","61","0.95568919012007624403"
"2025-09-13T00:00:00Z","Fjölbýli","500","2690","0.32044609665427509294","162.5460966542750929","471","0.96010535636188418883"
"2025-09-13T00:00:00Z","Sérbýli","64","330","0.25454545454545454545","93.7545454545454545","60","0.95596958234183496740"
"2025-09-12T00:00:00Z","Fjölbýli","499","2708","0.31720827178729689808","161.0605612998522895","472","0.96011689397140758903"
"2025-09-12T00:00:00Z","Sérbýli","63","334","0.24850299401197604790","93.0299401197604790","59","0.95581014765904268609"
"2025-09-11T00:00:00Z","Fjölbýli","504","2704","0.31952662721893491124","161.7529585798816568","475","0.95977826947909846185"
"2025-09-11T00:00:00Z","Sérbýli","64","328","0.25304878048780487805","94.6371951219512195","60","0.95553377703049638832"
"2025-09-10T00:00:00Z","Fjölbýli","494","2686","0.31682799702159344751","162.2900223380491437","465","0.95979437530471183460"
"2025-09-10T00:00:00Z","Sérbýli","64","324","0.25617283950617283951","95.5000000000000000","60","0.95553377703049638832"
"2025-09-09T00:00:00Z","Fjölbýli","492","2683","0.31569139023481177786","162.1438688035780842","465","0.95986718991087292048"
"2025-09-09T00:00:00Z","Sérbýli","65","325","0.26153846153846153846","95.6184615384615385","61","0.95611953878670524718"
"2025-09-08T00:00:00Z","Fjölbýli","485","2681","0.31219694143976128310","162.4781797836628124","456","0.95956420134744095759"
"2025-09-08T00:00:00Z","Sérbýli","67","330","0.26363636363636363636","95.8181818181818182","62","0.95636681505238032968"
"2025-09-07T00:00:00Z","Fjölbýli","483","2676","0.31165919282511210762","161.9125560538116592","455","0.95950969075120714044"
"2025-09-07T00:00:00Z","Sérbýli","67","327","0.26299694189602446483","95.8532110091743119","62","0.95695321525879320234"
"2025-09-06T00:00:00Z","Fjölbýli","482","2670","0.31123595505617977528","161.3254681647940075","454","0.95953873462530799766"
"2025-09-06T00:00:00Z","Sérbýli","67","328","0.26219512195121951220","94.7682926829268293","62","0.95695321525879320234"
"2025-09-05T00:00:00Z","Fjölbýli","479","2699","0.30603927380511300482","159.3868099296035569","449","0.95946663714019214460"
"2025-09-05T00:00:00Z","Sérbýli","66","330","0.25757575757575757576","93.6121212121212121","61","0.95639699265987051043"
"2025-09-04T00:00:00Z","Fjölbýli","481","2683","0.30711889675736116288","160.1785314945956019","452","0.95960276547679433523"
"2025-09-04T00:00:00Z","Sérbýli","65","328","0.25609756097560975610","94.3292682926829268","60","0.95734571949898297593"
"2025-09-03T00:00:00Z","Fjölbýli","482","2676","0.30866965620328849028","160.4159192825112108","452","0.95948114128844226327"
"2025-09-03T00:00:00Z","Sérbýli","65","330","0.25454545454545454545","93.7606060606060606","60","0.95734571949898297593"
"2025-09-02T00:00:00Z","Fjölbýli","483","2663","0.31017649267743146827","160.7671798723244461","455","0.95967711200078652977"
"2025-09-02T00:00:00Z","Sérbýli","62","329","0.24620060790273556231","94.6686930091185410","57","0.95622466120923219501"
"2025-09-01T00:00:00Z","Fjölbýli","481","2672","0.30950598802395209581","160.2619760479041916","453","0.96057553898008741588"
"2025-09-01T00:00:00Z","Sérbýli","61","327","0.24159021406727828746","94.9051987767584098","55","0.96012601903345505690"
"2025-08-31T00:00:00Z","Fjölbýli","485","2659","0.31214742384355020684","160.2546069951109440","456","0.96061077647026754526"
"2025-08-31T00:00:00Z","Sérbýli","61","320","0.24687500000000000000","96.0000000000000000","55","0.96012601903345505690"
"2025-08-30T00:00:00Z","Fjölbýli","486","2664","0.31193693693693693694","159.1700450450450450","459","0.96054131916873207942"
"2025-08-30T00:00:00Z","Sérbýli","61","317","0.24921135646687697161","95.9085173501577287","55","0.96012601903345505690"
"2025-08-29T00:00:00Z","Fjölbýli","483","2661","0.30991735537190082645","158.6562734785875282","455","0.96054970849145462395"
"2025-08-29T00:00:00Z","Sérbýli","61","318","0.24213836477987421384","95.0691823899371069","55","0.96140866941717781855"
"2025-08-28T00:00:00Z","Fjölbýli","482","2653","0.30870712401055408971","158.8533735393893705","454","0.96073632991850590593"
"2025-08-28T00:00:00Z","Sérbýli","61","316","0.24367088607594936709","95.5126582278481013","55","0.96131256277750758197"
"2025-08-27T00:00:00Z","Fjölbýli","478","2653","0.30757632868450810403","158.8880512627214474","450","0.96092706540238036264"
"2025-08-27T00:00:00Z","Sérbýli","60","316","0.23734177215189873418","95.1613924050632911","54","0.96124160025276134669"
"2025-08-26T00:00:00Z","Fjölbýli","476","2651","0.30592229347416069408","158.8306299509619012","450","0.96110915619397869915"
"2025-08-26T00:00:00Z","Sérbýli","58","317","0.23028391167192429022","94.4763406940063091","52","0.96081313903561499759"
"2025-08-25T00:00:00Z","Fjölbýli","473","2649","0.30365899660505469634","158.4654847227461335","446","0.96125798511956758016"
"2025-08-25T00:00:00Z","Sérbýli","58","311","0.23472668810289389068","96.2025723472668810","52","0.96081313903561499759"
"2025-08-24T00:00:00Z","Fjölbýli","474","2638","0.30401819560272934041","158.4723275208491281","449","0.96122560680112149346"
"2025-08-24T00:00:00Z","Sérbýli","58","309","0.23624595469255663430","95.8252427184466019","52","0.96081313903561499759"
"2025-08-23T00:00:00Z","Fjölbýli","470","2637","0.30223739097459233978","157.7451649601820250","446","0.96124323223153114765"
"2025-08-23T00:00:00Z","Sérbýli","58","309","0.23624595469255663430","94.8252427184466019","53","0.95935458833404260686"
"2025-08-22T00:00:00Z","Fjölbýli","464","2655","0.29830508474576271186","156.6143126177024482","440","0.96121617465312781268"
"2025-08-22T00:00:00Z","Sérbýli","56","311","0.22829581993569131833","93.7620578778135048","51","0.95919259186102696484"
"2025-08-21T00:00:00Z","Fjölbýli","463","2377","0.33319310054690786706","175.5616323096339924","439","0.96090805180704264665"
"2025-08-21T00:00:00Z","Sérbýli","56","302","0.23509933774834437086","95.5562913907284768","52","0.95919259186102696484"
"2025-08-20T00:00:00Z","Fjölbýli","461","2366","0.33389687235841081995","177.0807269653423500","437","0.96087983130076668113"
"2025-08-20T00:00:00Z","Sérbýli","56","296","0.23986486486486486486","96.4932432432432432","52","0.95919259186102696484"
"2025-08-19T00:00:00Z","Fjölbýli","459","2368","0.33065878378378378378","177.0422297297297297","434","0.96066789159043249179"
"2025-08-19T00:00:00Z","Sérbýli","55","298","0.23489932885906040268","95.7248322147651007","51","0.95879492402400538018"
"2025-08-18T00:00:00Z","Fjölbýli","463","2388","0.32872696817420435511","176.5942211055276382","439","0.96099501497343560546"
"2025-08-18T00:00:00Z","Sérbýli","56","293","0.24914675767918088737","98.0170648464163823","52","0.95808474526436796696"
"2025-08-17T00:00:00Z","Fjölbýli","465","2378","0.33095037846930193440","176.4402859545836838","441","0.96106417844591466618"
"2025-08-17T00:00:00Z","Sérbýli","55","293","0.24573378839590443686","97.1569965870307167","51","0.95770101877290790341"
"2025-08-16T00:00:00Z","Fjölbýli","464","2378","0.32926829268292682927","175.6543313708999159","439","0.96091510423295729011"
"2025-08-16T00:00:00Z","Sérbýli","55","291","0.24742268041237113402","96.8247422680412371","51","0.95770101877290790341"
"2025-08-15T00:00:00Z","Fjölbýli","474","2407","0.32848837209302325581","173.5772425249169435","450","0.96131708322545498955"
"2025-08-15T00:00:00Z","Sérbýli","54","289","0.24567474048442906574","96.7854671280276817","50","0.95732931663910772001"
"2025-08-14T00:00:00Z","Fjölbýli","472","2387","0.33207705192629815745","174.8714405360134003","447","0.96059102441520139942"
"2025-08-14T00:00:00Z","Sérbýli","54","281","0.25266903914590747331","106.2277580071174377","50","0.95580308513716995376"
"2025-08-13T00:00:00Z","Fjölbýli","464","2380","0.33655462184873949580","175.9924369747899160","439","0.96032108527201067143"
"2025-08-13T00:00:00Z","Sérbýli","53","276","0.25362318840579710145","107.1847826086956522","49","0.95552339604420628286"
"2025-08-12T00:00:00Z","Fjölbýli","464","2381","0.33641327173456530869","176.0684586308273835","439","0.96048730269529720974"
"2025-08-12T00:00:00Z","Sérbýli","53","280","0.25357142857142857143","107.4535714285714286","49","0.95510424729899218325"
"2025-08-11T00:00:00Z","Fjölbýli","456","2381","0.33305333893322133557","175.6501469970600588","432","0.96056628255365358956"
"2025-08-11T00:00:00Z","Sérbýli","54","283","0.25352112676056338028","107.1584507042253521","50","0.95553274925431811848"
"2025-08-10T00:00:00Z","Fjölbýli","457","2366","0.33516483516483516484","176.1077768385460693","433","0.96067818990592162917"
"2025-08-10T00:00:00Z","Sérbýli","53","280","0.25357142857142857143","107.6750000000000000","49","0.95479133720000739930"
"2025-08-09T00:00:00Z","Fjölbýli","462","2368","0.33741554054054054054","175.7816722972972973","438","0.96058875063712068905"
"2025-08-09T00:00:00Z","Sérbýli","53","279","0.25448028673835125448","107.0609318996415771","49","0.95479133720000739930"
"2025-08-08T00:00:00Z","Fjölbýli","458","2380","0.33389332213355732885","174.6047879042419152","434","0.96001650872234592576"
"2025-08-08T00:00:00Z","Sérbýli","54","281","0.25622775800711743772","105.8790035587188612","50","0.95417970571099184899"
"2025-08-07T00:00:00Z","Fjölbýli","451","2360","0.33262711864406779661","175.8046610169491525","425","0.96081377453196386679"
"2025-08-07T00:00:00Z","Sérbýli","53","276","0.25724637681159420290","106.8188405797101449","49","0.95380983475853247125"
"2025-08-06T00:00:00Z","Fjölbýli","449","2328","0.33361957921854873336","178.1979390296264491","417","0.96080050431755894934"
"2025-08-06T00:00:00Z","Sérbýli","55","281","0.26334519572953736655","108.4875444839857651","51","0.95444217891094387717"
"2025-08-05T00:00:00Z","Fjölbýli","455","2327","0.33519553072625698324","178.3700042973785991","427","0.96089528089660239575"
"2025-08-05T00:00:00Z","Sérbýli","55","282","0.26241134751773049645","108.6985815602836879","51","0.95432934088022872210"
"2025-08-04T00:00:00Z","Fjölbýli","453","2315","0.33606911447084233261","178.5585313174946004","425","0.96115508344562274767"
"2025-08-04T00:00:00Z","Sérbýli","55","280","0.26428571428571428571","109.5178571428571429","51","0.95379187719812975066"
"2025-08-03T00:00:00Z","Fjölbýli","455","2315","0.33736501079913606911","177.7390928725701944","427","0.96117651079972600729"
"2025-08-03T00:00:00Z","Sérbýli","55","279","0.26523297491039426523","109.9211469534050179","51","0.95379187719812975066"
"2025-08-02T00:00:00Z","Fjölbýli","454","2313","0.33722438391699092088","176.9684392563769996","426","0.96117262838192871175"
"2025-08-02T00:00:00Z","Sérbýli","55","280","0.26428571428571428571","108.7607142857142857","51","0.95379187719812975066"
"2025-08-01T00:00:00Z","Fjölbýli","459","2336","0.33647260273972602740","175.3206335616438356","430","0.96128442101428614267"
"2025-08-01T00:00:00Z","Sérbýli","56","279","0.26881720430107526882","108.3082437275985663","52","0.95442736435104333546"
"2025-07-31T00:00:00Z","Fjölbýli","459","2335","0.33661670235546038544","174.9083511777301927","429","0.96134204907664665399"
"2025-07-31T00:00:00Z","Sérbýli","55","279","0.26523297491039426523","108.7598566308243728","51","0.95402257370634028563"
"2025-07-30T00:00:00Z","Fjölbýli","464","2339","0.33817870884993587003","174.1855493800769560","435","0.96099541626784741308"
"2025-07-30T00:00:00Z","Sérbýli","55","280","0.26428571428571428571","108.2357142857142857","51","0.95402257370634028563"
"2025-07-29T00:00:00Z","Fjölbýli","464","2350","0.33617021276595744681","172.7800000000000000","436","0.96109665163216192756"
"2025-07-29T00:00:00Z","Sérbýli","56","283","0.26148409893992932862","106.8127208480565371","52","0.95370121200698468563"
"2025-07-28T00:00:00Z","Fjölbýli","468","2358","0.33545377438507209500","171.8507209499575912","440","0.96153112324341404251"
"2025-07-28T00:00:00Z","Sérbýli","56","287","0.26829268292682926829","106.1637630662020906","52","0.95109745011538969030"
"2025-07-27T00:00:00Z","Fjölbýli","469","2353","0.33616659583510412240","171.2575435614109647","440","0.96148225491706418222"
"2025-07-27T00:00:00Z","Sérbýli","56","285","0.27017543859649122807","105.9087719298245614","52","0.95109745011538969030"
"2025-07-26T00:00:00Z","Fjölbýli","471","2359","0.33658329800763035184","169.9957609156422213","443","0.96148528495306291095"
